hash,params,onchip_used_bytes,offchip_streamed_bytes,total_ops,mapped,latency_ms_median,latency_ms_min,latency_ms_p95,latency_ms_mean,n_timed,status
ccf80617af17d98c352294ee869a9c2d,11946890,7853834,4162846,104,TRUE,10.5015,10.4036,10.6871,10.5196,100,timed
a6e1161e28c87f691606f452cbd2625f,8398474,8032092,434688,95,TRUE,2.1446,2.0952,2.2455,2.1578,100,timed
cd977eada26c27f906700012e6b554df,1678474,1730150,0,95,TRUE,0.9502,0.9145,1.1418,0.9723,100,timed
8b2e434cce492e217d6e82c44a6de814,1415050,1468006,0,95,TRUE,1.0634,1.0297,1.2057,1.0792,100,timed
842cd6998525233fe308e28fb49186e6,5631114,5683281,0,68,TRUE,1.3090,1.2718,1.5003,1.3318,100,timed
bd827b56353a16aca75736cd910b049a,5543818,5599395,0,86,TRUE,1.5199,1.4779,1.6367,1.5358,100,timed
90d41553c012f05a35e0fd41d5b68295,21411210,7864320,13631488,95,TRUE,31.6350,31.4955,31.7490,31.6408,100,timed
8cde6d91c55887e02d1e539a4158519d,12274570,7906263,4445962,41,TRUE,10.6612,10.5754,10.8005,10.6779,100,timed
6121a9c53be4670899be1b8e2d6917f3,10188682,7790919,2453667,41,TRUE,6.3442,6.2470,6.5008,6.3627,100,timed
31d1039b23e8e5454fcc96406b9c94e5,1151626,1195376,0,59,TRUE,0.6765,0.6396,0.7698,0.6889,100,timed
e4c6dbcf55cae25268c414a0bdc621ec,888202,928768,0,32,TRUE,0.7196,0.6703,0.7991,0.7295,100,timed
9e6133c934fc1024fffdc13ab5bda45b,2810250,2873098,0,68,TRUE,1.2952,1.2394,1.4281,1.3147,100,timed
b9004ebdd029b077bc3e6cdb7da692d4,2974090,3040870,0,50,TRUE,0.9952,0.9510,1.1140,1.0106,100,timed
8a666b281d20242f496975081b2e601a,8135050,7979663,217600,95,TRUE,1.8719,1.8273,2.0637,1.9018,100,timed
4331dcea84aac5eee8903a76697406c3,3853194,3921674,0,59,TRUE,1.1357,1.1058,1.2876,1.1567,100,timed
25a0e9ef34153e7ebbc2859b240a8aa4,3689354,3764387,0,104,TRUE,1.9413,1.8935,2.0616,1.9552,100,timed
d90d77bd03a3eae63cb33212bc576b1c,14196618,8032092,6259998,95,TRUE,14.7683,14.6763,14.9401,14.7906,100,timed
0e31775732548b0c90d80a6bd2f9154d,10023306,8032092,2055208,77,TRUE,5.4945,5.4244,5.6681,5.5219,100,timed
741fdfc112c0a7235400077190707940,5543818,5599395,0,68,TRUE,1.3188,1.2667,1.4364,1.3451,100,timed
5c5e966af0655bb6e4798ffebaa6e9d3,7697290,7811891,0,113,TRUE,1.9958,1.9372,2.1599,2.0172,100,timed
860569af9621d6745663a2956c5191ad,6070666,6134169,0,95,TRUE,1.5332,1.4840,1.6795,1.5494,100,timed
c0d64000c3795c929f097aa01953244b,3039882,3082813,0,68,TRUE,1.0870,1.0347,1.2169,1.1083,100,timed
81653de2d99676fa3d377640124a73ab,1591178,1646264,0,59,TRUE,0.7971,0.7493,0.9315,0.8148,100,timed
886abf4ac14e23ff82b11794328a3547,22454154,8032092,14512291,95,TRUE,33.3865,33.2264,33.5919,33.4014,100,timed
e67378a54a25f33ee0ebd4758b268749,12110730,7864320,4320133,59,TRUE,10.3990,10.3134,10.5130,10.4099,100,timed
f499c2a70fcae3d1ea881fa45d07e2b4,3742858,3795845,0,86,TRUE,1.1952,1.1506,1.3927,1.2268,100,timed
2ce34fada9900cdbd52a7d113f4b7055,1577512,1992294,0,86,TRUE,0.9628,0.9215,1.1637,0.9887,100,timed
adb0222a55502bc995c9423c5a6a81c7,421663,557312,0,83,TRUE,0.7731,0.7360,0.8641,0.7949,100,timed
5dca441cabeb96bd96af5c8dc540e3b1,2780880,3491758,0,98,TRUE,1.1760,1.1221,1.3561,1.2029,100,timed
682e8c26332f87690f20b44750be28eb,3039882,3082813,0,77,TRUE,1.2026,1.1625,1.3724,1.2307,100,timed
e8f745e783f883609a4aec032a322e82,2381450,2453667,0,95,TRUE,1.0166,0.9861,1.2251,1.0464,100,timed
654692dd64411ca0a2cc2ee12897f201,1151626,1195376,0,59,TRUE,0.6687,0.6321,0.7670,0.6835,100,timed
92a5631bab282fb916ce1bb17226e868,12989834,7790919,5284823,104,TRUE,12.7470,12.6574,12.9294,12.7770,100,timed
488f9cf59231ef9cfe99a8a167ebab52,32469898,7864320,24725422,113,TRUE,56.1062,55.8733,56.2389,56.1232,100,timed
b34c0272bee36b6fbd2971734b2e0a63,4896138,4980736,0,77,TRUE,1.4427,1.4053,1.6329,1.4763,100,timed
4531192adce55781b30058b1472f145c,6246794,6312427,0,86,TRUE,1.5992,1.5553,1.7204,1.6145,100,timed
c807e9fcfe33f4affc82bf6c0e60f453,12274570,7864320,4487905,59,TRUE,10.7258,10.6681,10.8110,10.7372,100,timed
f1f3b13f2bd9902b17b99e2e5c3793cf,2903390,3638558,0,95,TRUE,1.1686,1.1286,1.2482,1.1766,100,timed
8a8c599255733293cca58f201eb56bdf,2796383,3491758,0,95,TRUE,1.2121,1.1631,1.3524,1.2386,100,timed
043721b9c7fe8c5fad811d47d83132ec,888202,928768,0,14,TRUE,0.3898,0.3562,0.4369,0.3978,100,timed
8cb3a764fd692371153c2c8503f840e0,11067786,8032092,3093299,50,TRUE,7.7331,7.6384,7.9294,7.7479,100,timed
18717f525fd1554aea7a0ec9907b633a,1740447,2202009,0,95,TRUE,1.0712,1.0115,1.2828,1.0960,100,timed
4e1268021f7b3b4b8c5d2a78d7fd158a,1767306,1814036,0,95,TRUE,1.8381,1.7871,2.0197,1.8665,100,timed
7a7df354c9ed7699de9797a3c8de2391,13153674,7853834,5379194,95,TRUE,12.9556,12.8680,13.0904,12.9715,100,timed
2f0e3ffd9e4576589b4a0a21bf2bf01d,2974090,3040870,0,41,TRUE,0.8655,0.8249,1.0337,0.8860,100,timed
b8ac1fcbc2fca0dfc45a99652b502843,5631114,5683281,0,86,TRUE,1.4848,1.4434,1.7985,1.5294,100,timed
43fc3bf243c6371bfcc4e94173803ba0,712074,752640,0,50,TRUE,0.6519,0.6141,0.7740,0.6669,100,timed
50f547237914d4118edd8914803ddbdc,6686346,6752829,0,104,TRUE,1.7818,1.7386,1.9303,1.8055,100,timed
fa9d6216024458ea636b391ba8d4d9a2,2269591,2873098,0,89,TRUE,1.0014,0.9528,1.1636,1.0204,100,timed
276d9b262722e4cb6391dc9fed698aa7,24376202,7969177,16515072,104,TRUE,37.6712,37.4519,37.8532,37.6747,100,timed
6de8637c0412a2ba7c41625f911597b5,2776458,2820669,0,41,TRUE,0.8095,0.7757,0.8940,0.8228,100,timed
8b9be5d95d30991c3858fe0024905d8a,6686346,6752829,0,113,TRUE,1.6716,1.6346,1.7780,1.6895,100,timed
2ac790ea15872d689a7c1dde78d435fd,13153674,7790919,5452595,68,TRUE,12.9477,12.8311,13.0846,12.9598,100,timed
bc09be64afbb2ccb28cde3bcae556f67,3742858,3795845,0,77,TRUE,1.0937,1.0468,1.2067,1.1098,100,timed
cafd85f3e54ce4216301777d4b10419a,5150908,6417285,0,101,TRUE,1.5097,1.4697,1.6434,1.5269,100,timed
d1269d9156ddc027c40473008192958a,1931146,1981808,0,23,TRUE,0.5479,0.5210,0.6527,0.5616,100,timed
c72b3071edd01d4d832b3385d105c706,4732298,4812963,0,95,TRUE,1.6985,1.6602,1.9821,1.7291,100,timed
c2b9f32e44695e1371c6926c406b9871,7213194,7287603,0,104,TRUE,1.6549,1.6193,1.8006,1.6748,100,timed
4e6cf515798f35616a83b2c39d10d251,20532106,8021606,12582912,77,TRUE,29.1517,29.0389,29.3678,29.1783,100,timed
173b06d79e4c725a3c7bb7d2d1a05177,2794695,3491758,0,95,TRUE,1.1689,1.1369,1.3020,1.1902,100,timed
ee8008368a7c68c918635cc8bd6bef24,3742858,3795845,0,77,TRUE,1.1218,1.0834,1.2393,1.1387,100,timed
77511ebad54fd5cd1ecf8dc29db36772,21575050,8021606,13631488,77,TRUE,31.4675,31.3528,31.6333,31.4787,100,timed
a69d0383a5e9bc079f0f1db3664d7445,1700674,2139095,0,77,TRUE,0.8761,0.8449,1.0478,0.8997,100,timed
03285238b082a745991a143294b28878,1870892,2359296,0,95,TRUE,1.0207,0.9924,1.1648,1.0381,100,timed
80085ddd7dff0364c3e10ac6a704758f,975498,1021440,0,50,TRUE,0.5759,0.5495,0.6605,0.5894,100,timed
fec1892b1361b3b2a5b9e5275c65e15b,8838026,8032092,879104,104,TRUE,2.9710,2.9131,3.1183,2.9917,100,timed
dd23734c1a919843f0268d96a0445e97,830586,1080033,0,80,TRUE,0.8034,0.7746,0.9416,0.8291,100,timed
72e05c25b5a8771bf76e9125182dd07e,583050,657408,0,77,TRUE,0.6645,0.6426,0.8246,0.6874,100,timed
b4c0b02c5dcd1b49a7b47be99a3e0fda,8135050,8032092,166400,95,TRUE,1.8471,1.7881,2.0350,1.8823,100,timed
842c29188050053fcea49339bb043deb,40891274,8021606,32988200,104,TRUE,74.6804,74.4727,74.8487,74.6888,100,timed
434730abe97b96cec671a5ca2f9be8d7,3820440,5630853,0,104,TRUE,1.5869,1.5464,1.7077,1.6025,100,timed
5571641268b26e2ff4f407605937d677,28789642,7853834,21002977,86,TRUE,48.0414,47.8550,48.1965,48.0550,100,timed
2b793391542d1c3feb8480612fe8f236,4269706,4341104,0,86,TRUE,1.0655,1.0306,1.2283,1.0864,100,timed
91918ea9f4e4b7db350e8cb1dcc8f0c2,6070666,6134169,0,86,TRUE,1.4347,1.3985,1.5623,1.4836,100,timed
6b388c0562e2862c12426814f82479d3,1151626,1195376,0,86,TRUE,0.9978,0.9644,1.1332,1.0185,100,timed
82689451fc85eacd865316b68270b01c,4709258,4781506,0,95,TRUE,1.1530,1.1161,1.2944,1.1833,100,timed
08677281806ea9c8ea2451ce3093e9c3,888202,928768,0,50,TRUE,0.6044,0.5765,0.7105,0.6181,100,timed
75d640430a93c0904cfcd3d62d2df91e,22290314,7853834,14533263,104,TRUE,33.5872,33.4879,33.7476,33.6066,100,timed
ee2da367688cdf6ca0f971c50af1daec,1876173,2359296,0,98,TRUE,1.0309,0.9805,1.1336,1.0486,100,timed
aa04a8cf3948a0eda70280b9e015e896,5983370,6039797,0,95,TRUE,1.5593,1.5206,1.6796,1.5755,100,timed
a45a0a1645289de5a6482c35ad9f185a,10199434,8032092,2233466,95,TRUE,6.0125,5.9120,6.2174,6.0365,100,timed
188ca2126f2621e2f367864d15117356,5807242,5861539,0,86,TRUE,1.5317,1.4623,1.7784,1.5716,100,timed
59c079a6b83ce37e682105a135eca195,13153674,8032092,5200936,68,TRUE,12.5344,12.4497,12.6801,12.5519,100,timed
02c17e732f082022a8bba0a62c6519a0,13153674,7864320,5368709,95,TRUE,13.0541,12.9770,13.1513,13.0683,100,timed
b11ebfad8525cd6f388d1c36eb981a68,5807242,5861539,0,95,TRUE,1.6073,1.5588,1.7626,1.6335,100,timed
1e174f53f1f1ab7f67f3117c88f06469,31590794,7790919,23907532,104,TRUE,54.3889,54.2508,54.5141,54.3915,100,timed
76e95ff773019375ce55737d623dea78,2810250,2873098,0,50,TRUE,0.9674,0.9296,1.1020,0.9836,100,timed
6e7a1dc16a081a750ba3e0f842e50038,24376202,7969177,16515072,95,TRUE,37.8311,37.7138,37.9820,37.8490,100,timed
d00cb2ba1a0856ac5d8cd5ed7ecf5d31,2118026,2181038,0,104,TRUE,1.0568,1.0041,1.1427,1.0686,100,timed
512cd9a356825574885d92ab58846b0a,3479434,3533701,0,95,TRUE,1.3037,1.2772,1.4698,1.3420,100,timed
61ef98af9a58bd3bda7abab8e83cb7be,8135050,8032092,166400,95,TRUE,1.8726,1.8389,2.0494,1.9004,100,timed
7d968619cd79b2da79057a364affc9d0,4269706,4341104,0,95,TRUE,1.1910,1.1478,1.3626,1.2180,100,timed
316eef4bcc20e9a3f7ca6f32b4600e58,6246794,6312427,0,104,TRUE,1.6323,1.5764,1.7635,1.6480,100,timed
39c4afd24c18527c27e3bd4920c0187c,3479434,3533701,0,95,TRUE,1.3146,1.2556,1.4495,1.3323,100,timed
8052f7a6ed5070e58dc4afc69b0ee1b0,22454154,7969177,14575206,86,TRUE,33.4145,33.2499,33.5351,33.4226,100,timed
0970f440a3f00ae09ecdb6f5d27540e3,7871626,7906263,23040,95,TRUE,1.9013,1.8489,1.9890,1.9134,100,timed
6ae70ab8fa9f291a32aa94691e7489f0,5104266,5148508,0,86,TRUE,1.6198,1.5814,1.7883,1.6431,100,timed
1c5e924cca660d3ff445a2f34da5e7d9,3704544,4613734,0,104,TRUE,1.3194,1.2747,1.4119,1.3277,100,timed
d5d6397dc8e7a07441d565662a61bef3,1069340,1373634,0,95,TRUE,0.8500,0.8049,0.9626,0.8732,100,timed
ced73e7c7eb9feede7cbb95e3747a3f8,2885547,3638558,0,95,TRUE,1.1652,1.1224,1.2735,1.1804,100,timed
f61401f2699068bc34583065c0f82d09,22454154,8032092,14512291,86,TRUE,33.3983,33.2429,33.5767,33.4102,100,timed
71269c92a7f4e2672144d06e336513e7,3742858,3795845,0,95,TRUE,1.2371,1.2021,1.4138,1.2723,100,timed
5c634822c6a87824df00040e36f54d1e,5631114,5683281,0,77,TRUE,1.3861,1.3461,1.5084,1.4045,100,timed
2c6d2b337e4e88e1b95b956eeb25a765,6246794,6312427,0,104,TRUE,1.5851,1.5312,1.6941,1.6027,100,timed
feed1719cca17d0201582220097bc1fc,5807242,5861539,0,86,TRUE,1.4753,1.4420,1.6232,1.5044,100,timed
71485c6997c3c684e23aae3ab1bb18a2,7125898,7203717,0,113,TRUE,1.7910,1.7385,1.9296,1.8089,100,timed
2bbd45993be265cb509161b6d75c8d92,14032778,7853834,6270484,104,TRUE,14.9820,14.9015,15.1636,15.0061,100,timed
e93033cedc8cb8fde8def99187fa9a90,2619709,3271557,0,68,TRUE,0.9655,0.9271,1.1086,0.9818,100,timed
da88316c603c5c0acac90a5ed06d7d9b,656650,858368,0,89,TRUE,0.8277,0.7857,0.9644,0.8405,100,timed
a6e84cf206a71c1940c740e786109d4f,4182410,4246732,0,95,TRUE,1.2349,1.1965,1.3578,1.2508,100,timed
bfeb1695ef0d4465d162ef0b8b816ae8,1151626,1195376,0,95,TRUE,1.1023,1.0522,1.2167,1.1197,100,timed
b5c67e246aa1b13c2a1f368cfaf3705e,2784984,3491758,0,95,TRUE,1.1513,1.1079,1.2727,1.1665,100,timed
1afab1094896c3d6eee4534861682aea,3534199,4404019,0,89,TRUE,1.2763,1.2180,1.4485,1.3050,100,timed
ec63a326161d51fac57d66ea463d1b8e,13153674,7853834,5379194,95,TRUE,13.0414,12.9522,13.2155,13.0815,100,timed
a704c75bbf81b843921b5ee8af791181,3742858,3795845,0,68,TRUE,0.9849,0.9451,1.1064,1.0074,100,timed
64e617b3d07537e40a3af1e46f04149c,6070666,6134169,0,86,TRUE,1.4493,1.4059,1.5734,1.4650,100,timed
a07a490140e123780a8fee1688207e19,22454154,7853834,14690549,95,TRUE,33.6951,33.5715,33.8490,33.7121,100,timed
e9cd98d393a4efa49904cd6b43ab9f50,14032778,8021606,6102712,104,TRUE,14.7000,14.6087,14.8683,14.7230,100,timed
51b99f4f4cc6fcf0efc37add54f2f0e8,10638986,7906263,2810183,86,TRUE,6.9669,6.8735,7.0457,6.9753,100,timed
0a3bcce1bdb5ad9e9809e6dae4ef451d,3479434,3533701,0,77,TRUE,1.1307,1.0895,1.3306,1.1628,100,timed
2105e2560b24d9f593f378f60564da62,1813801,2285895,0,95,TRUE,0.9272,0.8783,1.0500,0.9526,100,timed
758626711dd560be553c20e73ba23f30,22454154,8032092,14512291,95,TRUE,33.3072,33.1825,33.5744,33.3351,100,timed
2570684e6c93beef23eba988fc127e25,12110730,7864320,4320133,68,TRUE,10.5622,10.4485,10.7084,10.5691,100,timed
97a871e1febc99c32b5744dbd658d2cd,20532106,7895777,12708741,77,TRUE,29.5162,29.4240,29.6219,29.5322,100,timed
08f1aa9d78d7a077b3691e61b60cc315,7861130,7979663,0,104,TRUE,1.8553,1.8218,1.9615,1.8722,100,timed
257bbcabebeac5cf4a05d90f7c40e153,8574602,8032092,610304,77,TRUE,2.3899,2.3359,2.4944,2.4016,100,timed
ae8226a2141935fa6950cecd98eaa005,4182410,4246732,0,104,TRUE,1.3318,1.2861,1.4723,1.3505,100,timed
f5b9b79adb114a4a6944c0b46fa1aff0,22290314,7864320,14522777,95,TRUE,33.4408,33.2956,33.5852,33.4608,100,timed
9c9e127b5d94aaad1a511c080df7a376,30875530,7969177,22995271,68,TRUE,52.2505,52.0601,52.4158,52.2719,100,timed
74c556c77a4f772445c11f8ee8496d80,13317514,7969177,5431623,77,TRUE,13.0128,12.9083,13.1652,13.0462,100,timed
784c6b907ef3777f5773e13da3f13f2a,5894538,5955911,0,86,TRUE,1.4168,1.3792,1.5502,1.4338,100,timed
c89315c072ad822ce7010bca146fbecc,5367690,5421137,0,59,TRUE,1.1904,1.1555,1.3217,1.2067,100,timed
470e00408601e3cc9760a6f80b47fbfa,2503003,3114270,0,89,TRUE,1.1042,1.0678,1.1932,1.1155,100,timed
216b95c163d04dd694c711adfcb33a2f,1415050,1468006,0,86,TRUE,0.9781,0.9421,1.0848,0.9911,100,timed
5d4190fd89bb23037c68bfde193c77bf,9014154,8032092,1059061,104,TRUE,3.2757,3.2040,3.4213,3.2935,100,timed
cd26e0df01ed71630181ef4a14bec2a7,4006282,4068474,0,86,TRUE,1.1472,1.1028,1.2372,1.1559,100,timed
0aa38cacf8f33fe81fe44d932636e9f2,8398474,8032092,434688,95,TRUE,2.1307,2.0842,2.2874,2.1634,100,timed
4ab922c1cec7a01d4d87a674e10c731c,8574602,7979663,660992,104,TRUE,2.6281,2.5777,2.7799,2.6545,100,timed
a71e4989d59440b14d17f2e51c4beb8e,7432074,7486832,0,77,TRUE,1.7471,1.6715,1.8796,1.7716,100,timed
f38b7aac62ef3b0c7660c515ec9a2e67,4017034,4089446,0,41,TRUE,0.8612,0.8311,0.9286,0.8719,100,timed
0bc81d0ab8d29c89e00e8795ea66bcad,14196618,7864320,6427770,77,TRUE,15.1845,15.0838,15.3971,15.2147,100,timed
d25ac2430c53058c58710369d8881e6f,5807242,5861539,0,95,TRUE,1.5315,1.4968,1.7163,1.5654,100,timed
c74c8d67773abccbc200595da0a84f13,4017034,4089446,0,50,TRUE,0.9944,0.9649,1.1197,1.0116,100,timed
f923109a416feecf9bc5a6ae98cc3c69,19489162,7790919,11765022,50,TRUE,27.0868,26.9651,27.1827,27.1086,100,timed
9b42bbb2497a2f58dee903d289ec1d27,2810250,2873098,0,86,TRUE,1.5360,1.4966,1.6665,1.5570,100,timed
32195ce3cf7d3a6fbae3ad82cffb5bc3,1860143,2359296,0,95,TRUE,1.0235,0.9810,1.2755,1.0626,100,timed
5f6cf7842957b50ed1ec456ec450592a,13153674,8021606,5211422,95,TRUE,12.6154,12.5272,12.7744,12.6330,100,timed
33704b07a5a9057ba5b18f1cc2709d14,2381450,2453667,0,104,TRUE,1.0108,0.9778,1.0988,1.0243,100,timed
4c5eaba938e815cbd108047cd8607dea,4006282,4068474,0,95,TRUE,1.2067,1.1553,1.3013,1.2272,100,timed
48ee5a1f9886effef4616eb2e3e573cd,38090122,7895777,30272389,86,TRUE,68.5651,68.4555,68.7664,68.5847,100,timed
f50f9ba3776d5711cfd291624b0b11cc,2782644,3491758,0,62,TRUE,0.9360,0.8951,1.0957,0.9680,100,timed
d1c2fa68b28ca0d06453a5e10db81a1d,4182410,4246732,0,86,TRUE,1.2669,1.2336,1.3909,1.2918,100,timed
1c14688f9132dec0c53d90f9480c8527,3014829,3785359,0,98,TRUE,1.1270,1.0981,1.3327,1.1640,100,timed
1e7a78da6c7fdcd80c785c167a962a25,6334090,6396313,0,95,TRUE,1.4571,1.4249,1.6096,1.4795,100,timed
f2a2bbded855904b3b1e60d599e3c2dc,1448755,1835008,0,68,TRUE,0.8474,0.8071,1.0020,0.8686,100,timed
229ad37fca0db5be24bfcce9cb434885,12110730,8032092,4152360,50,TRUE,10.1009,10.0090,10.2202,10.1168,100,timed
1afd00395ec69ed9f63948e25b6b3fe9,3039882,3082813,0,77,TRUE,1.0984,1.0596,1.2236,1.1146,100,timed
505d88dc866b52e996d5300ed816617a,10188682,8021606,2222981,68,TRUE,6.2354,6.1749,6.3748,6.2564,100,timed
f839042238079ef1639bed80fc7b6423,7695498,7748976,0,68,TRUE,1.5726,1.5296,1.7039,1.5959,100,timed
01e08d5b229c39f1b9d53ed89690c0fe,31754634,7906263,23959961,95,TRUE,54.4161,54.3141,54.5664,54.4247,100,timed
d25c9fed0f1c901c0521051a4febd1bf,3918986,3974103,0,95,TRUE,1.2520,1.2236,1.4282,1.2759,100,timed
50b4318c3a5eb399616907d00178e258,4006282,4068474,0,86,TRUE,1.1125,1.0691,1.2222,1.1336,100,timed
8f05e88084647ad6561578d45893e81e,21575050,7969177,13683916,77,TRUE,31.4989,31.3214,31.6390,31.5140,100,timed
becde56eb7bf8064d2273c0e0eb15ecf,22290314,8021606,14365491,95,TRUE,32.9560,32.8405,33.1165,32.9724,100,timed
a3712156fcf71d5eeb9df1c3a4ccb91c,9014154,8032092,1059061,104,TRUE,3.5067,3.4384,3.6484,3.5286,100,timed
4d123b5ce85ac27b72d93983dacbbfd7,3742858,3795845,0,95,TRUE,1.2436,1.2088,1.3758,1.2688,100,timed
683d2f0f319573826904fad060a1895a,11067786,7790919,3344957,50,TRUE,8.3144,8.2132,8.4356,8.3218,100,timed
e56d77ed1d5634b48167397e5549248d,5983370,6039797,0,104,TRUE,1.6618,1.6180,1.7823,1.6774,100,timed
a2dbe984c6a06f659e22503e830fc66b,39848330,8032092,31918653,95,TRUE,71.9678,71.8356,72.1676,72.0001,100,timed
612d407648614f6d21d541c24f856df6,6949770,7025459,0,104,TRUE,1.6904,1.6447,1.8168,1.7080,100,timed
b91f365bf5006d28865808e3e74ddc75,12110730,7864320,4320133,68,TRUE,10.4013,10.3204,10.5039,10.4243,100,timed
a14c891ee1d865dbc8a66b1bc3cada51,23497098,7969177,15634268,95,TRUE,35.7690,35.6683,35.8429,35.7690,100,timed
870510b55facdb8976f862394e9c4fc3,6422922,6480199,0,104,TRUE,1.7648,1.7229,1.9347,1.7823,100,timed
aa7b0f3ebe30e40cce3f0273b083e7c3,4094972,5138022,0,98,TRUE,1.3768,1.3298,1.5179,1.3940,100,timed
8dd13a561a5d593fdc828306b10a4e60,712074,752640,0,50,TRUE,0.6663,0.6322,0.8866,0.6955,100,timed
1301d79cd7922fa516eea152b69b1aca,2664111,3334471,0,101,TRUE,1.2127,1.1722,1.3241,1.2333,100,timed
1a23d766bc88a66c08a77daa62511899,11946890,7864320,4152360,68,TRUE,10.1983,10.1172,10.2973,10.2036,100,timed
952dfc4e689b9c00236770eaf021bcd5,22617994,7969177,14742978,59,TRUE,33.5708,33.4579,33.6590,33.5709,100,timed
d9b7c55d59734ccf8326b76d0c789e1d,1702501,2139095,0,98,TRUE,0.9174,0.8738,1.0903,0.9400,100,timed
0201c8e043beffa4a4f4ddcb55fc0876,5104266,5148508,0,68,TRUE,1.3985,1.3606,1.5962,1.4220,100,timed
12f87ffb6565d759e00d7536ae4b5200,5543818,5599395,0,95,TRUE,1.5818,1.5435,1.7103,1.5998,100,timed
f411a6c6997b344890a812d0018013e6,14032778,7864320,6259998,104,TRUE,14.8536,14.7519,15.0201,14.8739,100,timed
7d0ffe256707d06c1d36df577af56c01,3827706,4771020,0,98,TRUE,1.3091,1.2713,1.4352,1.3265,100,timed
507470799f20b52f2c7a78723798b295,1742135,2202009,0,95,TRUE,1.0454,0.9996,1.2153,1.0703,100,timed
21ba5b8c49bac5132d4b27d0a52309e9,4621962,4687134,0,95,TRUE,1.3840,1.3453,1.5854,1.4172,100,timed
da189fa95f075497f9d4be190ebc86f8,32633738,7906263,24840765,104,TRUE,56.3742,56.2215,56.4723,56.3735,100,timed
e3616002befab7ab5bfc8b0519df98ce,4006282,4068474,0,77,TRUE,1.0069,0.9820,1.0918,1.0214,100,timed
3dfde7715e83171f316625f00772ea23,539419,707840,0,95,TRUE,0.8324,0.7902,1.2642,0.9330,100,timed
a634db6c204329abc7ec9244526e4acf,12110730,7790919,4393533,68,TRUE,10.7463,10.6516,10.9406,10.7652,100,timed
3283061ebb976602b31602ffe86eef8b,11231626,7864320,3428843,41,TRUE,8.3970,8.3219,8.5424,8.4175,100,timed
4539a8d847669b9fe87e6dfea93fd83c,5894538,5955911,0,77,TRUE,1.3338,1.3016,1.4218,1.3479,100,timed
ddf669ff1dbf4454922a524df32e27b4,1151626,1195376,0,95,TRUE,1.1327,1.1022,1.2621,1.1509,100,timed
8ac52337a9d2258225417431679eb4ac,3742858,3795845,0,95,TRUE,1.2195,1.1780,1.3583,1.2419,100,timed
9658ee67bf050f0fbc8e337a6a5f6cee,2557578,2621440,0,104,TRUE,1.2050,1.1673,1.3551,1.2254,100,timed
d8122813748cebcc0b7a8839f495e388,1301292,2495610,0,77,TRUE,1.0252,0.9918,1.1293,1.0391,100,timed
f72dbf1a8be774259d5d37c90693a918,38090122,7895777,30272389,77,TRUE,68.5818,68.4052,68.7834,68.5990,100,timed
15ab0e32f80a8c849f3059558d6870ef,12989834,7864320,5211422,104,TRUE,12.6006,12.5217,12.7169,12.6241,100,timed
09cc2e6a3bb766ba617fa99236c5ff4f,21411210,7790919,13704888,77,TRUE,31.5160,31.3585,31.6254,31.5196,100,timed
9ddcb4352e76b30e81657979f9b9cbef,4182410,4246732,0,104,TRUE,1.3410,1.2862,1.4689,1.3642,100,timed
9941441e03741eeff067d2631a108b88,12110730,7780433,4404019,86,TRUE,10.7180,10.6271,10.8612,10.7322,100,timed
d9461391e61ceeac5a11a12c9d9f6aac,834101,1080033,0,95,TRUE,0.8594,0.8062,0.9566,0.8733,100,timed
96bf52913dbdd678023248228c44161d,1415050,1468006,0,77,TRUE,0.7751,0.7478,0.7931,0.7755,100,timed
1eedce0cf2d0b9e046f262a7348bd5a4,1941898,2002780,0,95,TRUE,0.9015,0.8619,1.0896,0.9332,100,timed
6f26dc0c4fe9591225e8d3d24ed4f8a6,2776458,2820669,0,41,TRUE,0.7770,0.7500,0.8052,0.7797,100,timed
3d56eb4a9e0b99ca34a1aa7813c36aad,10462858,7906263,2631925,95,TRUE,6.6508,6.6009,6.7144,6.6561,100,timed
bb60c46f5b7c352b7900043c5ef7e0a7,2810250,2873098,0,50,TRUE,0.9399,0.9112,0.9647,0.9407,100,timed
9df5740cb4c58ca0d0b39b00e06945c7,7958922,8021606,0,86,TRUE,1.6912,1.6642,1.8375,1.7136,100,timed
c51ebcacd4c1298650f62d479909cae5,2151058,2726297,0,104,TRUE,1.0388,1.0059,1.0953,1.0525,100,timed
2e3850a1615f1146eb28fc4849aec8ee,8398474,7895777,566784,86,TRUE,2.3381,2.2727,2.4661,2.3474,100,timed
1596fd1ef512a1f2e0d53a5f56881d8c,3918986,3974103,0,95,TRUE,1.2242,1.1920,1.2660,1.2293,100,timed
8810708382e7993dff9f4fb2742d3635,2974090,3040870,0,41,TRUE,0.8242,0.7985,0.8430,0.8243,100,timed
e023422e143010f04583a26cadcbd88c,2632240,4141875,0,104,TRUE,1.3437,1.2839,1.5159,1.3687,100,timed
cd6fda3c27790363c35161cad7065037,13153674,7853834,5379194,86,TRUE,12.8038,12.7409,12.9580,12.8307,100,timed
c84170e92aef5079ae923a958cddfb1b,1816842,1960837,0,77,TRUE,0.7390,0.7105,0.8783,0.7578,100,timed
86083346482d6f53635eb434524b5511,6070666,6134169,0,86,TRUE,1.3980,1.3740,1.4288,1.4034,100,timed
816717ac4d61dd62ada09740b4fa6470,3039882,3082813,0,86,TRUE,1.2466,1.2171,1.4226,1.2651,100,timed
