hash,params,coral_latency_ms,coral_offchip_bytes,npu_latency_ms_median,npu_latency_ms_min,npu_latency_ms_p95,npu_latency_ms_mean,npu_n_timed,status
c59a0ed79aeed758107f1cb22dd90432,,,,3.6642,3.2090,4.0024,3.6330,100,timed
c5a8ee1abdf621ea2c39d88965507a27,,,,4.5249,3.9309,4.6067,4.3793,100,timed
c5b401ca33000a6675406689768cecd1,,,,3.9638,3.8810,4.5359,4.0183,100,timed
c5be66d9056923e12cd092c193900a5c,,,,5.3120,4.6692,5.3823,5.2519,100,timed
c625ac37ab948f898c3c054e1d4036cb,,,,6.3916,5.6747,6.4924,6.1591,100,timed
c63fcba86f8fd2f2eefaceda05d9aac8,,,,6.0898,5.5540,6.1742,6.0513,100,timed
c6c7a7a185bfb133dba8e90aa748aa97,,,,5.1807,4.5988,5.2386,5.1083,100,timed
c6d2c8dc6db7566e4e547ffea6e12a8f,,,,4.4455,3.8755,4.5247,4.3384,100,timed
c722f996d921294a5b74c622d4f7ac75,,,,5.1268,4.4466,5.4434,5.1183,100,timed
c72b3071edd01d4d832b3385d105c706,,,,5.5276,4.9284,5.6233,5.4340,100,timed
c74c8d67773abccbc200595da0a84f13,,,,3.0938,2.4712,3.1699,2.9025,100,timed
c7ad8d6d128cf6a4209445607328fa4a,,,,4.9086,4.3266,5.3121,4.8992,100,timed
c7f7307afb5ee2b8d1533d087109f2b6,,,,4.2952,3.7145,4.3930,4.2044,100,timed
c807e9fcfe33f4affc82bf6c0e60f453,,,,4.8103,4.3108,4.8735,4.7521,100,timed
c84170e92aef5079ae923a958cddfb1b,,,,3.8517,3.7385,4.4212,4.0447,100,timed
c8560eb1bf8809d22c34dfdd443117c2,,,,4.5543,4.4754,5.0922,4.6293,100,timed
c89315c072ad822ce7010bca146fbecc,,,,2.9228,2.8380,3.4858,3.0623,100,timed
c8c0c1d28b982ed0606fa0ef1a0ce3f1,,,,6.0578,5.4596,6.1922,6.0102,100,timed
c91dccc4fe706882a549d9502642e569,,,,5.8162,5.3759,5.9401,5.8103,100,timed
c9204a6ad8dd6d811d5e5a2824101724,,,,4.6987,4.4547,5.1118,4.7947,100,timed
c9983c4d8fc199d68a3778c8e181a319,,,,5.6739,5.0925,5.9087,5.6505,100,timed
ca548741288594b4f10bdf4055a25741,,,,3.5067,3.4227,3.5366,3.5066,100,timed
ca6562bcffc352e5e28fb9f67556abbf,,,,5.0371,4.4613,5.0885,4.9790,100,timed
cac2ab2b1c21698c84140b29e4c428e5,,,,7.1180,6.4488,7.2588,6.9017,100,timed
cafd85f3e54ce4216301777d4b10419a,,,,7.1143,6.5175,7.1999,7.0545,100,timed
cb4bd6a6a236330b89824fbfe461ae95,,,,7.5919,7.1745,7.6390,7.5449,100,timed
cb61ff5026aa4280858de250a5422623,,,,6.4199,5.7354,6.5528,6.2260,100,timed
cb6c7b3f3b686299a3434ee1aec84bbf,,,,8.4127,7.7277,8.5138,8.2234,100,timed
cb6ef5912869f5940f7bafd89949a46e,,,,5.8767,5.3213,6.0472,5.7383,100,timed
cc7555855ad0d1c36537a472dea36288,,,,4.7995,4.2485,4.9020,4.7137,100,timed
ccc084535b7fbe102538c08a7b912308,,,,6.2381,5.6689,6.2932,6.1566,100,timed
ccdbdaf440fa55eddccfe5549892a513,,,,5.9890,5.3665,6.0985,5.9140,100,timed
ccf80617af17d98c352294ee869a9c2d,,,,6.3283,6.1163,6.7916,6.4414,100,timed
cd17cc7975a3b4f0b73facf850d79c18,,,,5.5702,5.0963,5.6615,5.5082,100,timed
cd26e0df01ed71630181ef4a14bec2a7,,,,4.4458,3.8576,4.5369,4.3215,100,timed
cd407f79ee6de966c8c3608ac60ea9b0,,,,5.9256,5.4351,6.0625,5.8785,100,timed
cd6fda3c27790363c35161cad7065037,,,,5.7430,5.1749,5.8663,5.5783,100,timed
cd977eada26c27f906700012e6b554df,,,,4.2478,3.7545,4.3215,4.1964,100,timed
cdafdf37ce85696704cb88943e97c552,,,,5.8984,5.2848,6.0089,5.8457,100,timed
cdbbc16cd07c19df63f60ad775930739,,,,4.9637,4.5204,5.0536,4.9415,100,timed
cdf42d3c39a6595331d0bc651928d3f9,,,,4.5315,3.9845,4.6891,4.4880,100,timed
ce28096baf1c8154739e6479262057e0,,,,5.3296,4.8312,5.4234,5.2810,100,timed
cec68c37e39cdef55c32fd2f562fc68b,,,,4.1984,4.1074,4.7346,4.3431,100,timed
ced73e7c7eb9feede7cbb95e3747a3f8,,,,6.0009,5.2781,6.1273,5.9327,100,timed
cef008d128c549094ea1700c25d812e1,,,,4.6100,3.9716,5.0571,4.6245,100,timed
cf2dd11279d40b8fc2d911059110952e,,,,5.9525,5.5111,6.0554,5.9329,100,timed
d00cb2ba1a0856ac5d8cd5ed7ecf5d31,,,,4.8673,4.3307,4.9701,4.7200,100,timed
d0a5ff67e269a1ac4f305c618a88ac85,,,,2.5555,2.5161,2.6138,2.5654,100,timed
d0f44e2dbf36429f1fe1ce50dc8eeed4,,,,5.6170,5.0538,5.8136,5.4926,100,timed
d1269d9156ddc027c40473008192958a,,,,1.2990,1.2765,1.4299,1.3163,100,timed
d1b9a359561814e89b273c953bb32bb1,,,,4.7917,4.1649,4.8741,4.7278,100,timed
d1c2fa68b28ca0d06453a5e10db81a1d,,,,4.2444,3.6712,4.3478,4.1229,100,timed
d25ac2430c53058c58710369d8881e6f,,,,4.9342,4.3554,4.9967,4.8548,100,timed
d25c9fed0f1c901c0521051a4febd1bf,,,,4.7305,4.1353,4.8053,4.6582,100,timed
d2a6d6bf9e5dc6b4f42877c8337be76a,,,,7.9170,7.2158,8.0082,7.8821,100,timed
d3243ccd0b1e6299d112fa92364f0bdd,,,,5.6310,5.1550,5.7488,5.5899,100,timed
d32a3166e1aa90f93ab547360688e7a7,,,,5.0069,4.4621,5.0742,4.9533,100,timed
d32d0b26d534203b48d866facd98cc3e,,,,2.8593,2.8236,2.8799,2.8672,100,timed
d374baff9a680e54af2e7e01a87f36f4,,,,5.5333,5.0713,5.8128,5.4924,100,timed
d3b16e5675d9f02ba3cb845067780dd7,,,,4.9543,4.4177,5.1581,5.0492,100,timed
d40c7bae09509dc04fa8ce0138f46900,,,,5.1775,4.7238,5.4499,5.1523,100,timed
d449e273799fddc0dc167f1c42b3497b,,,,4.5360,3.9585,4.6177,4.4363,100,timed
d4c2ba36cf7f5a18133886d4fb06f26a,,,,4.8707,4.2839,4.9410,4.8135,100,timed
d5d6397dc8e7a07441d565662a61bef3,,,,5.3691,4.7972,5.7115,5.3751,100,timed
d60b34a41e93a34223bbe48371ead7d3,,,,6.0858,5.4080,6.2001,5.8624,100,timed
d6117ac0727b027348bb056759b3315a,,,,4.5922,4.5263,4.7114,4.6210,100,timed
d64330dd1ea0541471bfa08f9d7ad009,,,,4.7863,4.1328,4.8476,4.6536,100,timed
d648a3844908aa19dc9385b9f4f790f4,,,,5.8864,5.8059,6.6060,6.0584,100,timed
d659906577ed785b207435980424f250,,,,4.9263,4.3903,4.9935,4.8449,100,timed
d6c124aba638334ac6cee7489841ffa2,,,,5.2940,4.6983,5.3693,5.2189,100,timed
d6f3d6ba803c8de082ac11bf70ac7b43,,,,4.6972,4.1317,4.7634,4.6283,100,timed
d727d54d6c752cf42f7aded2b2cc7b80,,,,5.8553,5.0264,6.2078,5.7855,100,timed
d739e62e8a2418339b967173f318a4df,,,,4.3615,3.7924,4.5450,4.3200,100,timed
d770fd35074cc3ef7dd76e1f96fd1946,,,,4.2537,3.8270,4.5800,4.2019,100,timed
d7bd21d7a9ef6ce35ad0ce05ebeb1829,,,,5.0052,4.4842,5.3064,4.9698,100,timed
d7e9e3c65e3b93c7114f34b6cbadd6e7,,,,5.4631,4.8417,5.5783,5.3546,100,timed
d8122813748cebcc0b7a8839f495e388,,,,4.5643,4.0467,4.8543,4.5543,100,timed
d8247320433d41c895e88548b5b4820c,,,,5.4267,4.8806,5.5190,5.4010,100,timed
d86ff6f4644cbcb23c4df79be36a890f,,,,5.8940,5.2443,6.0609,5.8326,100,timed
d8720cf71455c485e0681eec0efc0901,,,,5.7915,5.1709,5.9175,5.7478,100,timed
d8a2a0704d6936ae39e84438d52c384c,,,,4.5134,3.9205,4.5971,4.3666,100,timed
d8ebc601b5da07b82b1e0f29dbf4ffd5,,,,2.4382,2.3943,2.4782,2.4403,100,timed
d8f10eace4b69883d6652114c7d3431d,,,,6.4939,5.9604,6.6107,6.4539,100,timed
d90d77bd03a3eae63cb33212bc576b1c,,,,5.9583,5.4706,6.0281,5.9285,100,timed
d9461391e61ceeac5a11a12c9d9f6aac,,,,5.1128,4.3816,5.4164,5.0568,100,timed
d984ccdb72739e3717e3309f0aebf9c1,,,,7.4907,7.0193,7.5447,7.4252,100,timed
d98fc5a029389cee389e94c6f37b0503,,,,4.7656,4.2534,4.9015,4.6263,100,timed
d9a6295bbadec2b1101b82fcb37e49b8,,,,5.6364,5.5605,6.2189,5.7156,100,timed
d9b7c55d59734ccf8326b76d0c789e1d,,,,5.9835,5.4228,6.0706,5.9173,100,timed
d9f4c44e48ec5b137847dd1ab5cf999b,,,,5.1326,4.5571,5.3030,5.0365,100,timed
da189fa95f075497f9d4be190ebc86f8,,,,7.9272,7.2253,8.0405,7.7900,100,timed
da64b84922d9d2bbaf218f3c42eb69c8,,,,6.0261,5.2928,6.2266,5.9158,100,timed
da88316c603c5c0acac90a5ed06d7d9b,,,,4.1277,3.9638,5.0443,4.3761,100,timed
daa04c99428f1e8e209b044925bbe453,,,,6.6607,6.0263,6.7710,6.5918,100,timed
db34a957b2ff14cb155c0ea81bf4db87,,,,4.2697,3.6858,4.3448,4.1209,100,timed
dbbbf73630874fcf19e5882a333c8f83,,,,5.1119,4.7697,5.3761,5.0829,100,timed
dc0f4db6c382d06662b2bd2d1af3a207,,,,5.1149,4.5646,5.2357,5.0482,100,timed
dc21d50c0ea1d027fc487fbfbabbdf46,,,,4.5069,4.3962,5.1202,4.7062,100,timed
dcdc3948b943b4377e2b0baf50459f99,,,,6.9142,6.2611,6.9950,6.7893,100,timed
dd23734c1a919843f0268d96a0445e97,,,,4.9336,4.2607,5.3782,4.8861,100,timed
dda44a301f1c2030ee7e0f6923c0b9fa,,,,4.8839,4.3060,4.9494,4.7384,100,timed
ddf669ff1dbf4454922a524df32e27b4,,,,3.9907,3.9627,4.0547,3.9989,100,timed
de4e842d79b6e1fc0ed6e7ffd24ee52d,,,,6.3902,5.8800,6.4651,6.3442,100,timed
deba30fb74ccd63de350edf798e6d0cd,,,,3.0395,2.9982,3.1227,3.0693,100,timed
df19b7e9308a78486fa0b0374507f987,,,,5.0306,4.5079,5.2894,4.9344,100,timed
df564abc783e4942e2f9492cb8173572,,,,7.2752,6.6470,7.3893,7.1516,100,timed
e019e10875ae9981426e349e4c21f4b2,,,,31.9875,30.7098,33.3465,32.1252,100,timed
e023422e143010f04583a26cadcbd88c,,,,5.6653,5.0529,5.7628,5.5556,100,timed
e092d43820b08fe53aa2ba6e2395850a,,,,32.0649,30.6811,33.6331,32.1937,100,timed
e09c915a4a4798c2bb9bc2d2222887de,,,,2.4456,2.4011,2.6390,2.4702,100,timed
e0e95c85c9ece1eb0443ca4564a17337,,,,5.7937,5.2227,5.9798,5.7197,100,timed
e11345336a258038a60b4ee14b0b63ec,,,,5.0777,4.3684,5.4587,5.0207,100,timed
e1905b031520aca7bf8f052aebb222a2,,,,4.2528,4.2076,4.8441,4.3349,100,timed
e2317031edbcb3e2148b8cfb105e53a6,,,,5.8376,5.2041,5.9043,5.7236,100,timed
e2d787062ed9ea083cbc441ea26d1c55,,,,24.8929,24.0801,26.6389,25.0556,100,timed
e3616002befab7ab5bfc8b0519df98ce,,,,3.5924,3.4400,4.0921,3.7377,100,timed
e3988770800f3e8dc33afdccc9eaba48,,,,3.4832,3.2289,4.1245,3.6375,100,timed
e3ba772b6ebbd0820e63a275856d3a35,,,,4.4120,4.3237,4.4412,4.4064,100,timed
e41f9486ea310471ad4bce8933e67224,,,,9.4272,8.6701,9.9333,9.4148,100,timed
e4c6dbcf55cae25268c414a0bdc621ec,,,,2.0118,1.9576,2.1231,2.0348,100,timed
e56d77ed1d5634b48167397e5549248d,,,,12.6116,11.3989,13.0732,12.5204,100,timed
e583d8c73fe8193b263b96f91caf0097,,,,10.5421,9.4701,11.1799,10.4162,100,timed
e5a8038201ff317594fa62c45ecd2d05,,,,13.2731,12.3738,14.9432,13.6173,100,timed
e5cad1ddc356cbc04f10d332c725920a,,,,14.3082,13.2816,15.7013,14.4057,100,timed
e67378a54a25f33ee0ebd4758b268749,,,,15.0101,14.0677,18.7183,15.6367,100,timed
e6dd2e20b0e538e48ddbdd8d494dab30,,,,3.7486,3.3170,4.1961,3.7768,100,timed
e712e30e0a5c50fb6df76f10c96b8252,,,,10.9765,10.1964,11.3884,10.9554,100,timed
e74a9b5637bd5660b3e1538bf5a8348d,,,,19.6682,18.4986,21.9362,19.7447,100,timed
e773a7a186b03b0957d57fed0f4d014a,,,,1.7743,1.7301,1.8797,1.7917,100,timed
e7f31293566724324d3ccc875f097f01,,,,5.5475,5.1492,5.7805,5.5745,100,timed
e83661302ea89bc69e03d6ef3941449d,,,,7.9121,7.3179,8.1970,7.7974,100,timed
e87bdd0d8c14d7bb29f7943e86b94da2,,,,10.9381,9.9913,11.2514,10.9219,100,timed
e8a5ec87a4930851f02349c0cf821dcc,,,,23.4491,22.3919,25.0255,23.6229,100,timed
e8dcca075e681e84f571db2efc3ec40f,,,,10.2769,9.4468,10.7967,10.2326,100,timed
e8f745e783f883609a4aec032a322e82,,,,6.7896,5.9885,7.4362,6.8027,100,timed
e93033cedc8cb8fde8def99187fa9a90,,,,5.1980,4.4688,5.5248,5.1600,100,timed
e9cd98d393a4efa49904cd6b43ab9f50,,,,20.0613,18.9487,21.1155,20.1044,100,timed
ea4a1885508c0b236fe14f88d0773248,,,,24.1577,22.4042,27.0551,24.5704,100,timed
ea54a4d9ef124d726e7a084dbeee70d6,,,,12.8673,11.7957,14.2470,13.0067,100,timed
eacca41810928075c5520412678e1d6f,,,,11.5998,10.3408,12.4235,11.6233,100,timed
eae2760c635ecba5f24e74377fa3dc07,,,,6.2850,5.7581,6.6082,6.2623,100,timed
eaefd4d11cad9513a6bfbf675804983d,,,,7.4527,6.7694,7.8964,7.4820,100,timed
eb2e7682970067c40aa7af44d5e627ea,,,,12.3725,11.5640,13.4962,12.4406,100,timed
eb439b5f7d408c2d4f034fec0ad2d8e0,,,,9.4745,8.5843,10.0546,9.4677,100,timed
eb7e2ac6e1c5b3218d8ea1e9f8cc1b33,,,,6.8053,5.8056,7.4042,6.7854,100,timed
eb88cca91eb77beb19f50126349a8605,,,,9.8296,8.7275,11.4194,9.9054,100,timed
ebac81bdb8f5d131644eef19005ea271,,,,6.9943,6.1296,7.9875,6.9918,100,timed
ebace7e7ec5181756a89450508986151,,,,9.2817,8.5796,9.6027,9.2153,100,timed
ebae67dbca44bd8e9edbf269ddadd76a,,,,17.9160,12.6306,18.4339,17.8553,100,timed
ebc4564768c3236c93f2b21f02e0ddd3,,,,12.2649,11.5160,12.6462,12.2783,100,timed
ec63a326161d51fac57d66ea463d1b8e,,,,18.1375,16.8403,20.6230,18.2849,100,timed
ecc70329e3c8132ededb3e614c99459c,,,,12.0813,10.7449,13.4792,12.3182,100,timed
ece70dffadf532dc5849678b88a3a3fb,,,,13.2851,12.3406,13.8403,13.2468,100,timed
ecf18a19fed3f12b6f516182dca9710e,,,,6.5955,5.5908,6.7876,6.4347,100,timed
ed56282d8e234fa03130e028474f57f8,,,,5.0692,4.6065,5.3292,5.0449,100,timed
ed6b52901d9d5c6fb39e9f59833969ae,,,,6.3783,4.5836,6.6033,6.1862,100,timed
ed8fa06d9f0b0ad8f45c22916d6c61f7,,,,4.0766,3.6903,4.2217,4.0115,100,timed
ee28f560654617e3e995470c56839a77,,,,6.3364,5.6456,6.7586,6.2185,100,timed
ee2da367688cdf6ca0f971c50af1daec,,,,6.2291,5.5331,6.5550,6.2163,100,timed
ee7352572d1fe6d96f755c23ba85dce7,,,,12.5659,11.3018,14.3334,12.8752,100,timed
ee8008368a7c68c918635cc8bd6bef24,,,,7.5652,6.8275,8.5547,7.6606,100,timed
ee8de2d839492318ca5e2c8a9cdbfa4e,,,,18.4810,16.9828,19.2804,18.3998,100,timed
ef09f6a846e6c451db6a0ede9a229508,,,,7.1997,6.4506,7.5003,7.1819,100,timed
ef4e122586af81af81e59d7a5fe852b4,,,,13.9728,12.7373,15.8838,14.1595,100,timed
ef66ad59bfdc3b67ebf85282f0023bfc,,,,8.8915,7.8814,9.3554,8.8447,100,timed
ef694b3b1bae2ad0744428f50fbd3428,,,,19.4222,18.2047,21.5714,19.5277,100,timed
f0a9ffead5896eb67f55e754b787df34,,,,7.5816,6.5055,7.9019,7.3978,100,timed
f0c9d1e5015d7241fa317d8faaad89be,,,,11.3958,10.5004,11.8794,11.3332,100,timed
f1f3b13f2bd9902b17b99e2e5c3793cf,,,,6.5577,5.8941,6.9882,6.4985,100,timed
f214e14c0f4c5c4e0f4f063de6ce4f5b,,,,7.8755,7.2138,9.0019,7.9255,100,timed
f28ae524c59c34448f690570c75b8921,,,,11.0138,10.1094,11.4113,10.9438,100,timed
f29fd2bdc03f5a8989c71075d380ec32,,,,15.8400,14.4870,18.2331,16.2829,100,timed
f2a2bbded855904b3b1e60d599e3c2dc,,,,4.9968,4.4094,5.3322,4.9298,100,timed
f2bf6cacc836e8ff51766fcef9716a86,,,,4.3507,3.7682,4.6573,4.2370,100,timed
f2cc97433654486df6c963e51f4dfd6f,,,,14.7897,14.0511,16.5291,14.9271,100,timed
f2e929040a2e3997ef1cca09c24fcd63,,,,,,,,,error:Fail:[ONNXRuntimeError] : 1 : FAIL : Load model from npu_study\on
f30caa74b7fb37f137530a80d57497f3,,,,7.6623,6.9710,8.6314,7.7412,100,timed
f32ee2bedfcc64d4aab77d6cb2ab7d2f,,,,7.6268,6.5224,8.1300,7.5754,100,timed
f34e759058f459e13720e99458ba704a,,,,14.3659,13.4430,14.8987,14.3875,100,timed
f38b7aac62ef3b0c7660c515ec9a2e67,,,,6.2997,5.7825,6.8855,6.3148,100,timed
f38df1441545abd5a543b0e1ea1b9687,,,,9.0283,8.2349,9.3844,8.9239,100,timed
f3b6690740bd363db9f2ec37ed01bd12,,,,6.4066,5.5654,6.7004,6.2962,100,timed
f411a6c6997b344890a812d0018013e6,,,,19.6291,18.5099,21.3276,19.6974,100,timed
f499c2a70fcae3d1ea881fa45d07e2b4,,,,8.6217,7.7969,8.8797,8.5029,100,timed
f50f9ba3776d5711cfd291624b0b11cc,,,,4.9662,4.5700,5.1740,4.9578,100,timed
f5367826158a961af9d90baf1c87c2da,,,,25.3314,23.9789,26.0029,25.2713,100,timed
f5376f9b94d32a4bbc807b78e7b8d3cd,,,,4.2874,3.6595,4.9706,4.3935,100,timed
f54e2d5671f531b036009e919d5d46a9,,,,,,,,,error:Fail:[ONNXRuntimeError] : 1 : FAIL : Load model from npu_study\on
f559dba143654abdbcf9cbad9c1883f9,,,,10.4246,9.5426,10.8210,10.3529,100,timed
f575f11dc6418749f4a7fbe1ba85fd68,,,,10.9137,9.8715,12.4939,11.0214,100,timed
f5932686e6f76e752739a82c0195d88f,,,,8.8589,7.9083,9.3608,8.7998,100,timed
f5b9b79adb114a4a6944c0b46fa1aff0,,,,,,,,,error:RuntimeException:[ONNXRuntimeError] : 6 : RUNTIME_EXCEPTION : Non-zero status
f5d1ee732533b9317ae8820af664da43,,,,5.8616,4.9252,6.2896,5.7924,100,timed
f61401f2699068bc34583065c0f82d09,,,,,,,,,error:RuntimeException:[ONNXRuntimeError] : 6 : RUNTIME_EXCEPTION : Non-zero status
f627608694b88eeacc8253f51060b857,,,,5.1226,4.6106,5.4560,5.0185,100,timed
f65ccd24829156b6fc964b6588adae34,,,,10.7721,9.4207,12.1350,10.7617,100,timed
f68de672564ddefc30c9366e5aae1bfe,,,,26.7352,25.1625,27.6295,26.7350,100,timed
f695bddd6660304cb27b7cefffe9c3cb,,,,5.0315,4.5689,5.2468,5.0027,100,timed
f71bcc4ab92f2f353f6dd7e0bc386d70,,,,9.4237,8.6135,9.8587,9.3601,100,timed
f72dbf1a8be774259d5d37c90693a918,,,,37.6074,36.1128,41.6255,37.9334,100,timed
f79061c4679484779255ec78c54f0cab,,,,10.8408,10.0088,11.2258,10.8055,100,timed
f792a49cba6c47c50c1838c10e6d6a76,,,,6.7175,5.7689,7.1078,6.6854,100,timed
f835440e81485362082395859d0987de,,,,12.1048,10.3095,13.1261,12.0425,100,timed
f839042238079ef1639bed80fc7b6423,,,,,,,,,error:Fail:[ONNXRuntimeError] : 1 : FAIL : Load model from npu_study\on
f855024dab425fb633b79b99c14f6c6f,,,,7.2480,6.3928,8.1887,7.2804,100,timed
f87450c79234a89c0965595e47d65398,,,,,,,,,error:Fail:[ONNXRuntimeError] : 1 : FAIL : Load model from npu_study\on
f8d6fa2722e16ea30e77e7d272e78375,,,,,,,,,error:Fail:[ONNXRuntimeError] : 1 : FAIL : Load model from npu_study\on
f8e7dff2bc55b4f3b4d911787fa5ee06,,,,,,,,,error:Fail:[ONNXRuntimeError] : 1 : FAIL : Load model from npu_study\on
f923109a416feecf9bc5a6ae98cc3c69,,,,,,,,,error:Fail:[ONNXRuntimeError] : 1 : FAIL : Load model from npu_study\on
fa45f7c87cb218445e188cc2ea41e89c,,,,5.2874,4.7638,5.8356,5.3451,100,timed
fa9d6216024458ea636b391ba8d4d9a2,,,,4.8881,4.4192,5.1739,4.8452,100,timed
faa6da412ca93df4648fc5b4deb94913,,,,18.2592,17.0477,19.2636,18.2656,100,timed
faaf733e64d40eb34c34eed272e40d9b,,,,5.9026,5.0037,6.1635,5.7736,100,timed
fb4326b6d385f993f878531f82278fb0,,,,26.9156,24.8977,30.8716,27.4473,100,timed
fc015f1f7db46316a77c9158283d2816,,,,8.2250,7.3369,9.3416,8.3123,100,timed
fc0a8da602b989aa622f1f3428b34d23,,,,11.5560,10.4553,12.3002,11.6116,100,timed
fc0a95d2974d93a2e7b14ffa24579e3a,,,,16.1055,15.2609,16.6700,16.1372,100,timed
fc41ef9b2bce1764654dc9f0975f75da,,,,33.0425,31.4175,34.1325,33.0629,100,timed
fc42aef154235f2c6cc2b2a55df465b8,,,,,,,,,error:Fail:[ONNXRuntimeError] : 1 : FAIL : Load model from npu_study\on
fca3d3671f135e0347cd3688f3f34cad,,,,,,,,,error:Fail:[ONNXRuntimeError] : 1 : FAIL : Load model from npu_study\on
fcc1e77f36eb12f3fbecee43a084cd65,,,,,,,,,error:Fail:[ONNXRuntimeError] : 1 : FAIL : Load model from npu_study\on
fcd7b46541d43d41d7fb2eb45888a3bd,,,,,,,,,error:Fail:[ONNXRuntimeError] : 1 : FAIL : Load model from npu_study\on
fd19255f3c4904f64809069de5230d6b,,,,23.7774,22.8320,24.7457,23.8296,100,timed
fd663009d1b174af92226267eb251e82,,,,8.8994,8.0496,10.2534,9.0298,100,timed
fd83b620cd62fa6e920ad14214ae9dc8,,,,24.8258,23.5052,26.7216,24.9856,100,timed
feab8d2a5346b73b648752a2f8a3afb4,,,,10.4064,9.4572,11.7995,10.4977,100,timed
febdd80a25f81f4500840977962e6091,,,,9.8145,8.8691,11.3908,9.9018,100,timed
fec1892b1361b3b2a5b9e5275c65e15b,,,,11.9711,11.1520,12.3851,11.9365,100,timed
feed1719cca17d0201582220097bc1fc,,,,9.4712,8.7191,9.8069,9.4424,100,timed
ff72892816559bc53a6b78f94dc61381,,,,14.5522,13.4281,14.9533,14.4325,100,timed
ff77f2263d52b6f331a9aa3566825d0e,,,,27.0362,25.7381,30.5955,27.3807,100,timed
