hash,params,coral_latency_ms,coral_offchip_bytes,npu_latency_ms_median,npu_latency_ms_min,npu_latency_ms_p95,npu_latency_ms_mean,npu_n_timed,status
316e8d8502dc03f3796a24a53138df45,,,,4.6527,4.5211,5.0519,4.7093,100,timed
316eef4bcc20e9a3f7ca6f32b4600e58,,,,4.8734,4.7599,5.4405,4.9533,100,timed
3188d3640055b5804e05ae706718379f,,,,4.1920,4.0494,4.6474,4.2532,100,timed
31d1039b23e8e5454fcc96406b9c94e5,,,,2.4695,2.3827,2.7971,2.5190,100,timed
31ea6f9a914eea7927d80d4574acdf7a,,,,4.8066,4.6746,5.7569,4.9777,100,timed
32195ce3cf7d3a6fbae3ad82cffb5bc3,,,,4.6667,4.5006,5.4646,4.7751,100,timed
3283061ebb976602b31602ffe86eef8b,,,,3.1695,3.0837,3.5803,3.2366,100,timed
32901a6e3614f2ee9c380c73c1866fef,,,,5.6801,5.5299,6.2010,5.7350,100,timed
32b26a4044bf082b0ad80f5dad618d76,,,,3.1321,3.0644,3.7307,3.1862,100,timed
32c96c20bcb45d11e569ec63a3aafb3d,,,,3.0426,2.9591,3.5000,3.1200,100,timed
32d110bdebe97a3ff14e41a19bc5c49b,,,,5.0874,4.9563,6.1037,5.2279,100,timed
32d94cb57e0ea110e7a28555bdcacf71,,,,4.3790,4.2427,4.8588,4.4288,100,timed
33704b07a5a9057ba5b18f1cc2709d14,,,,4.3558,4.2716,4.7698,4.4472,100,timed
33c3a6e65de0802b77577b5416b38e14,,,,4.7531,4.5859,5.4731,4.8999,100,timed
33de711d058769a9bc82740ea963bfe7,,,,5.8195,5.6117,6.7350,6.0160,100,timed
33e306159a60bba2d574ffc5f4ed7f14,,,,3.8863,3.7682,5.0337,4.1176,100,timed
3407944b22d4b1d0cccbd8e070424ce4,,,,1.9701,1.8981,2.2443,2.0066,100,timed
348b466a1cc13ad6e0e173b8a1820952,,,,6.0230,5.9020,7.2165,6.2041,100,timed
355f27a4725363f68c8f1a88fc0f8baf,,,,5.6614,5.0860,5.9353,5.4988,100,timed
35a1b276de7c14a843ca0fa06cb1366b,,,,4.4879,3.9865,4.5940,4.4668,100,timed
37b9119d970b5fed20e62a2cda96a096,,,,6.5052,5.8910,6.6327,6.4290,100,timed
3815e523ba8e903fe12d81ee2b05a41a,,,,4.7004,4.2456,4.8821,4.6685,100,timed
3835552b2806f980e414bef37786ea06,,,,2.7505,2.6780,2.7679,2.7477,100,timed
38da11ee56783f9cff5ecdfa0607cbad,,,,4.2063,3.6395,4.2983,4.0985,100,timed
39c4afd24c18527c27e3bd4920c0187c,,,,4.7855,4.2308,5.0455,4.7598,100,timed
3a16795828f528947e1a784bab36b74c,,,,3.8308,3.1759,3.9005,3.7350,100,timed
3a84e0ad7980f716eeacf15919b262be,,,,5.0374,4.5478,5.0907,4.9855,100,timed
3b8de24e123911da1bdbd359ebca2030,,,,5.5874,5.0464,5.8312,5.4618,100,timed
3bb5cbe9ee50ea47f1b9d9ef8c375db9,,,,6.0994,5.4600,6.2040,6.0309,100,timed
3bf3515c1fe4fc15a90822afb65853f5,,,,4.5213,3.9597,4.5914,4.4645,100,timed
3bfbab79666f791d23507ee92932400f,,,,4.4958,3.9052,4.5765,4.3112,100,timed
3c2c0a28728a8b319c56a49cc6e7be5b,,,,5.0099,4.4118,5.1557,4.8679,100,timed
3c4e6cc9b3878772e7890b13b2c3e747,,,,3.8792,3.7973,4.5770,4.0501,100,timed
3c61acace9ccb5c8d09d3993a4535e1a,,,,4.9106,4.5166,5.1724,4.8562,100,timed
3cbfa9553b6dc916464f5015bf8b3ca0,,,,4.7560,4.5808,5.3703,4.8826,100,timed
3d1d7f2bdc5edf724b40a350b2812bd8,,,,5.9432,5.3112,6.0172,5.8779,100,timed
3d2007d30a4f4e8292f10aef473b932c,,,,4.5262,3.9632,4.6997,4.4683,100,timed
3d56eb4a9e0b99ca34a1aa7813c36aad,,,,5.1174,4.7608,5.3777,5.0729,100,timed
3d5ab02fa567075caaba24957442fc46,,,,5.5149,4.8989,5.5773,5.3925,100,timed
3da7fc84de81ce81a990dc70de00cdad,,,,4.7852,4.5277,5.3623,5.0825,100,timed
3db7e20184e417b4eb1718c5846356a6,,,,2.4514,2.4031,2.5003,2.4529,100,timed
3dfde7715e83171f316625f00772ea23,,,,4.0441,3.9954,4.1085,4.0501,100,timed
3e6c1688fb2a00a3dc08d0ac7a6dc961,,,,6.0737,5.5279,6.2222,6.0247,100,timed
3e8667d46a04ea4dc10417bab3bf1a7a,,,,5.9662,5.2849,6.0496,5.9144,100,timed
3eb1860d00ce75987821bd9488f62779,,,,6.1038,5.5587,6.3019,6.0133,100,timed
3ef49efe0e4a2a933c3ea7e495840b20,,,,4.0371,3.4207,4.1151,3.9057,100,timed
3efc34735e14b14fe5d6fb52c9578b76,,,,4.1580,3.7521,4.4995,4.1210,100,timed
3f12fe5fc66531a4617e1286321e2da8,,,,4.4824,3.9247,4.5672,4.3199,100,timed
3f8f4dab056c62a53293c2db104f73e8,,,,5.8766,5.3897,5.9865,5.8518,100,timed
3fe26428539ebec46fefa9988bc37a1e,,,,3.8509,3.6778,4.3658,4.0264,100,timed
3fed381ef6b74478bf55bbd53294ff73,,,,6.7810,6.2057,6.8637,6.7152,100,timed
40c30309ae39ffbe1f8abf6756e287f7,,,,5.1754,4.5590,5.4632,5.1690,100,timed
41175f66e2794653da6a4d874950ac0d,,,,4.9187,4.4192,4.9795,4.8802,100,timed
41d209a4137cdf29810fb5394ee2a325,,,,5.1960,4.5982,5.3817,5.1368,100,timed
422c2aa08f255776b5b5c9bcc1ac0670,,,,5.3447,4.7517,5.4450,5.3072,100,timed
4245cf188529ab9dfb9f6ed42cf166fd,,,,4.6932,4.6030,5.2734,4.7350,100,timed
4331dcea84aac5eee8903a76697406c3,,,,3.6659,3.0885,3.8553,3.5486,100,timed
434730abe97b96cec671a5ca2f9be8d7,,,,6.4722,5.8010,6.6214,6.3861,100,timed
43fc3bf243c6371bfcc4e94173803ba0,,,,2.3012,2.1888,2.5002,2.3353,100,timed
440eb0e6a2a15d43b7de88aa18e60432,,,,5.5263,5.3844,6.1519,5.7201,100,timed
44bad87ab79a3a52454df027b78239d6,,,,5.5062,4.8876,5.6333,5.3845,100,timed
44c687c7c21a75a7cfa0bceebafe1853,,,,5.1086,4.5242,5.3092,5.0416,100,timed
451cb41d3d50e2e07e18f4ff81009276,,,,4.9987,4.4413,5.0588,4.9050,100,timed
4531192adce55781b30058b1472f145c,,,,4.7488,4.2036,4.9319,4.6810,100,timed
4539a8d847669b9fe87e6dfea93fd83c,,,,4.2625,3.7043,4.3988,4.1531,100,timed
470e00408601e3cc9760a6f80b47fbfa,,,,5.6073,4.9496,5.7318,5.5034,100,timed
471546730eff6ba24d163061e4029d13,,,,2.4923,2.4074,2.5595,2.4994,100,timed
4715b7a3caf0b875712a6881af9cbc44,,,,6.4408,5.7670,6.5373,6.3385,100,timed
47bb419c2869c624c3d65fd16d87e5be,,,,2.5308,2.4604,2.6796,2.5525,100,timed
47be656fde01f5f12561adb8ffed2abf,,,,4.3914,3.8044,4.4741,4.3032,100,timed
47fb5adadfc9f8a75e3de789f7591943,,,,2.4802,2.4387,2.5232,2.4864,100,timed
485943408e2aa972c421eee9a185d7fa,,,,2.3278,2.2943,2.4006,2.3398,100,timed
488f9cf59231ef9cfe99a8a167ebab52,,,,8.4514,8.0192,8.6240,8.4040,100,timed
48dd2a7fd5946b035b67d230341f3116,,,,4.6658,4.0925,4.7822,4.5290,100,timed
48e107ec5174c8c8d943f9e2f43164b1,,,,6.1010,5.4658,6.3378,6.0283,100,timed
48ee5a1f9886effef4616eb2e3e573cd,,,,8.0631,7.3604,8.1555,8.0311,100,timed
499a1e154e7a374f942c6b492a5e57ea,,,,4.1852,3.5974,4.3749,4.0013,100,timed
49a9d8dfd3aec23d3272a62ec606532b,,,,5.1238,4.4856,5.2080,5.0077,100,timed
49c8ac2ed4a5e22d332c0e01bc348826,,,,6.0375,5.3556,6.1970,5.8551,100,timed
49e68103df3021497b81b9a09cdba13e,,,,5.8616,5.2862,5.9751,5.7817,100,timed
4ab922c1cec7a01d4d87a674e10c731c,,,,5.5482,4.9651,5.6310,5.4530,100,timed
4b2cfa4209f065e2da6757ce46c0b8e5,,,,3.2687,3.2258,3.8861,3.3791,100,timed
4b7e61372913b6f62f3d30bf58b730b2,,,,4.9620,4.2782,5.3275,4.9359,100,timed
4bdd9640c37f761d912bd5275b0f71df,,,,4.7065,4.1425,4.9590,4.6094,100,timed
4c2e6efcd3e63a170f3e3f358d9fea84,,,,5.3259,4.7178,5.3890,5.2525,100,timed
4c5eaba938e815cbd108047cd8607dea,,,,4.6555,4.0860,4.7519,4.5289,100,timed
4c96c71603c5fff4da5c01a29484d3be,,,,3.4980,3.3948,3.5282,3.4894,100,timed
4cff275248015389b0a83c646c4599cf,,,,3.4195,3.3217,3.9829,3.4998,100,timed
4d123b5ce85ac27b72d93983dacbbfd7,,,,4.7458,4.1938,4.9010,4.6653,100,timed
4d31877fefc56fa91d38adfb5bd451ae,,,,4.6772,4.1142,4.7535,4.5682,100,timed
4dcf4a63d8bae4c0f299cad53b7129a1,,,,3.7554,3.6858,4.3856,3.8958,100,timed
4df77cc17c3da268de7f2566927bcf22,,,,5.9654,5.2722,6.0419,5.8767,100,timed
4e1268021f7b3b4b8c5d2a78d7fd158a,,,,5.6510,5.0095,6.0175,5.6455,100,timed
4e67963454ee05f080ee6e8d44c018df,,,,3.0956,3.0563,3.6767,3.2006,100,timed
4e6cf515798f35616a83b2c39d10d251,,,,6.2008,5.5546,6.2858,6.0746,100,timed
4e9072c02fe6511295d0dbe82c74e989,,,,4.1942,3.5904,4.5476,4.1474,100,timed
4eb779285481e2feb4ab6f42f3d72f66,,,,5.9613,5.3309,6.1826,5.9096,100,timed
4f7d4443b757430e60f9292b63df6e5d,,,,4.6799,4.1040,4.9335,4.5809,100,timed
4f95133d98f72f4dc5e6e2b7b702df89,,,,6.5998,5.8662,6.7781,6.5300,100,timed
4f990320c51592a8f706c332104cdf90,,,,4.5196,3.9489,4.6233,4.4692,100,timed
4fc3d6e5c1f40c7a79e1a79a7b780711,,,,6.1139,5.5260,6.3735,6.0914,100,timed
500b6b24be5e01566f7a24a1b3ddbf99,,,,4.3460,3.7258,4.5014,4.2870,100,timed
5013d4898aaba30673c3858589091b4f,,,,3.3994,3.2008,4.0077,3.4935,100,timed
505d88dc866b52e996d5300ed816617a,,,,5.0713,4.4752,5.3055,4.9810,100,timed
507470799f20b52f2c7a78723798b295,,,,5.4827,4.8880,5.6908,5.4470,100,timed
50828655ed13926493ba6a7b7f2b881b,,,,5.3683,4.8253,5.4774,5.3325,100,timed
50b4318c3a5eb399616907d00178e258,,,,4.4592,3.8562,4.6179,4.4087,100,timed
50f547237914d4118edd8914803ddbdc,,,,5.1704,4.7206,5.2320,5.1156,100,timed
511350affb749c780443198c522714ce,,,,5.3591,4.7887,5.4441,5.3203,100,timed
512cd9a356825574885d92ab58846b0a,,,,4.7728,4.2362,4.8548,4.7254,100,timed
51832d14df0d1d5b0ef56dceeb63cae5,,,,6.8064,6.1354,6.8932,6.7676,100,timed
51b5087165761c8bfe1dabd2d96c8e99,,,,4.4542,3.9248,4.5294,4.4076,100,timed
51b99f4f4cc6fcf0efc37add54f2f0e8,,,,5.1295,4.7617,5.4515,5.1409,100,timed
51ce526bef6a9a315c57ba584090b5d5,,,,5.3861,4.9143,5.4515,5.3533,100,timed
5298f5d306fd2e28bdf51009b4366933,,,,3.2329,2.6840,3.3123,3.0565,100,timed
529d37700ebe8ec1fc1bf204acaf424f,,,,4.8658,4.3298,4.9433,4.8257,100,timed
534f2002efc14247307c7dcc2ca55b32,,,,4.3484,3.7724,4.5037,4.2771,100,timed
53c2caa74426879d33f892af2b4149c3,,,,8.1540,7.6215,8.2737,8.1174,100,timed
53cee42601ad14d661bb6878031d6acb,,,,1.4265,1.4007,1.5528,1.4421,100,timed
53f7747ecbe727ed4076735b503cb096,,,,5.5115,4.9116,5.7608,5.4659,100,timed
541fbc2bb9feabe7a972db79effde24c,,,,7.7616,7.2711,7.9763,7.7328,100,timed
5498ba534c256c9d086596e2b51cf170,,,,2.7465,2.6948,3.3033,2.8948,100,timed
54a607b5218c9982eb559f253f6978fb,,,,5.3484,4.7245,5.4109,5.2835,100,timed
54cbad9f4badfda552f47b5c8aad5137,,,,4.3257,3.8180,4.4039,4.2747,100,timed
5560a0022cd242a55df856129ca05f31,,,,5.4185,4.9192,5.5350,5.3820,100,timed
5571641268b26e2ff4f407605937d677,,,,7.3112,6.8606,7.4140,7.4674,100,timed
559021065a4066ca9f7a7137f3aa017d,,,,5.3255,4.8517,5.3954,5.4735,100,timed
56843fa944df2c025589ae799312fe60,,,,4.3214,3.7749,4.4448,4.2788,100,timed
568446f229ee474d96cb431de0fe1095,,,,4.2700,3.8848,4.3588,4.2367,100,timed
56b35f46f583628838463ac1439bcd7e,,,,4.6753,4.0921,4.8290,4.6202,100,timed
56d2a3860a876620dc350349b3bc369a,,,,6.0521,5.5621,6.1312,6.0165,100,timed
57468b7c4dd6508014213945941ccac7,,,,5.1034,4.8039,5.5266,5.1784,100,timed
57c7dedb40b94aab13305268fd0327d7,,,,5.1574,4.6776,5.2345,5.1201,100,timed
58c8f040b84f617501dea6f4ab582479,,,,5.1186,4.5755,5.1995,5.0672,100,timed
59c079a6b83ce37e682105a135eca195,,,,4.9241,4.3404,4.9941,4.7424,100,timed
59d9ed3046cd87a504fcb05d916f6af8,,,,7.4743,6.8042,7.5327,7.4074,100,timed
5c5e966af0655bb6e4798ffebaa6e9d3,,,,5.9794,5.4237,6.0603,5.9272,100,timed
5c634822c6a87824df00040e36f54d1e,,,,4.3026,3.8258,4.4173,4.2496,100,timed
5d4190fd89bb23037c68bfde193c77bf,,,,5.3291,4.7273,5.4112,5.1580,100,timed
5d7ea49c05cb125979613e066e3dbe9c,,,,4.1115,3.5175,4.1790,3.9535,100,timed
5dca441cabeb96bd96af5c8dc540e3b1,,,,5.9875,5.4457,6.0647,5.9476,100,timed
5df59f7f6a28ec02e4cd0bb73cc5729c,,,,6.3538,5.7069,6.4171,6.2852,100,timed
5e11a5dd66f2fe5785675625e3df818a,,,,5.9911,5.3718,6.1062,5.9650,100,timed
5e464b4fec4ea5de037a5430b21532dd,,,,5.1890,4.5589,5.2544,5.1008,100,timed
5e95e5c6fd2546091f15faf89354d6c4,,,,4.5026,3.9540,4.6178,4.4768,100,timed
5ecdf1aa778267ee20e1467d932faa71,,,,5.0167,4.4921,5.0723,4.9353,100,timed
5f14db94a47a90dd37d9f6793bdf2dc3,,,,8.3898,7.6790,8.5407,8.2856,100,timed
5f628d0626df3c905f6aa68ee314c98a,,,,5.9184,5.2898,6.0821,5.8543,100,timed
5f6cf7842957b50ed1ec456ec450592a,,,,6.0650,5.6795,6.1485,6.0394,100,timed
5f947e32909f65677cfeed1e5b4c861e,,,,6.0885,5.5736,6.3563,6.0730,100,timed
6047adcded92b5d8126a9cc34054624b,,,,4.4708,3.8517,4.5681,4.4326,100,timed
6064491c87b641562dd0291d38f6f1b3,,,,5.2761,4.6542,5.3551,5.2440,100,timed
606f15037b5bd4d79ace4200792b95cf,,,,4.8868,4.2963,5.0101,4.8420,100,timed
6121a9c53be4670899be1b8e2d6917f3,,,,3.3304,3.2615,3.9443,3.5221,100,timed
612d407648614f6d21d541c24f856df6,,,,5.3669,4.7866,5.4399,5.2893,100,timed
61ef98af9a58bd3bda7abab8e83cb7be,,,,5.1713,4.6258,5.2548,5.1255,100,timed
6236f0cf8574d9b0a3866e636b9f1915,,,,5.8143,5.2352,6.1658,5.8172,100,timed
626d264142ff0a011c9d1a5cac11b109,,,,5.3256,5.1989,6.0045,5.5478,100,timed
628526cec91609b8097d3013ceb767c7,,,,5.1080,4.5416,5.1965,4.9404,100,timed
6367d1292d5085b2c68ed7c27f97928a,,,,4.3453,4.0786,4.7327,4.4139,100,timed
6426e2a1f853bb8ade10ee7588a54730,,,,4.7072,4.2200,4.7804,4.6696,100,timed
6463dec236838bad09900bdd64ef2f33,,,,5.5720,5.0253,5.6692,5.4098,100,timed
64a3f8ba8735c09f8ed1d8767e53b281,,,,7.4295,6.8362,7.4954,7.3597,100,timed
64e617b3d07537e40a3af1e46f04149c,,,,4.6744,4.0866,4.8046,4.5937,100,timed
64f65883b65c291d04968606b20d998f,,,,6.4603,5.9197,6.6829,6.3205,100,timed
654692dd64411ca0a2cc2ee12897f201,,,,2.7093,2.6513,2.7586,2.7163,100,timed
65933d33a02a18bb48533c4c1046530e,,,,4.5501,3.9574,4.7330,4.4900,100,timed
662d9184fd7655dd178bf295c956ee95,,,,6.7992,6.3442,6.8656,6.7484,100,timed
66344e4ea26195131f153b084f6e0bf2,,,,3.6259,3.1139,3.7871,3.5804,100,timed
66b65750b26b4418ef9639f2b929fa0f,,,,6.1606,5.5645,6.2666,6.0055,100,timed
66ea4e36f994d4bf11102cbef10a3cb1,,,,3.8890,3.2599,4.0055,3.7706,100,timed
66f099921991da4bc33d1a84c20c7888,,,,4.2362,4.1231,4.7778,4.3745,100,timed
675777ecb1daff61b6917d833406cb82,,,,3.6457,3.0274,3.9597,3.5342,100,timed
6790a334e6b6c6547a7526fb9bfec9ec,,,,7.8062,7.1280,7.9307,7.7831,100,timed
682e8c26332f87690f20b44750be28eb,,,,3.9702,3.3509,4.0585,3.9466,100,timed
683d2f0f319573826904fad060a1895a,,,,4.0217,3.3690,4.0867,3.8884,100,timed
6850ec2ead9d6fdaa4c0776aaf42876d,,,,5.1129,4.6096,5.3682,5.1204,100,timed
68c6827857da65b3fa6ca5a0f6998255,,,,5.4234,4.8318,5.5987,5.3662,100,timed
6974deeab04fad2934c8468d2f242171,,,,4.9145,4.3684,4.9941,4.8564,100,timed
69850253bf36a638fc16c5b7da27e66a,,,,4.2224,4.1653,4.7610,4.2905,100,timed
69889310ffdbb4feaa38a8bf64d33be0,,,,4.4766,3.9211,4.6143,4.4251,100,timed
69981a1f9489145abde585d9b4e47ab0,,,,3.6425,3.5670,4.1847,3.7876,100,timed
6a7021d931aae75193905e9f45a1f825,,,,5.3487,5.0775,5.8947,5.4980,100,timed
6a8e6e97ecd1dc0934e776091c5bfae7,,,,7.0406,6.5203,7.1569,7.0055,100,timed
6a96c1c2c8186bff3577841108abb178,,,,2.6212,2.5425,3.1808,2.7705,100,timed
6aa74936c1b145197a2c4040b5256baf,,,,4.0673,3.5650,4.1890,4.0280,100,timed
6ac171bd805344168d374eaffcfffb06,,,,4.8329,4.7431,5.3902,5.1633,100,timed
6adf09ef60d9568b0c5ce41d788a41bc,,,,1.9735,1.8408,2.7974,2.1614,100,timed
6ae70ab8fa9f291a32aa94691e7489f0,,,,4.6838,4.1299,4.7685,4.6149,100,timed
6b192a4af83fb8eef7b3f3e7d576a87c,,,,4.2424,3.6708,4.3448,4.1456,100,timed
6b357aa289720ff7908c1ab48227a2a0,,,,6.6161,5.9263,6.7216,6.5378,100,timed
6b3807ffed5e90baa1a79b13eb580467,,,,5.1900,4.6580,5.2634,5.1336,100,timed
6b388c0562e2862c12426814f82479d3,,,,4.3653,3.9041,4.5777,4.3377,100,timed
6b3b187b26bf62d08556fc86e69ca60c,,,,5.5323,5.0921,5.5936,5.4382,100,timed
6bb3a5f158c57162b2a9671a1402725f,,,,1.9081,1.8744,1.9743,1.9195,100,timed
6bc1790ed429d54dc732031f2301632a,,,,4.7482,4.2854,4.8351,4.7120,100,timed
6c8ac33982f9b3e9bd26d7475e208bfd,,,,6.2565,5.7249,6.3078,6.1945,100,timed
6cc6f27008da3cd95b7e159d4e26bdb7,,,,5.6663,5.4866,6.2460,5.8368,100,timed
6d9c587c4e9c1de570921cee9285779c,,,,4.9231,4.3705,5.0115,4.8519,100,timed
6de8637c0412a2ba7c41625f911597b5,,,,2.1743,2.1354,2.2380,2.1842,100,timed
6e0dbd705172b517f094c9a75db5b7c4,,,,4.9669,4.3879,5.1550,4.8746,100,timed
6e1a50a62823c2d9ac528de427d2a6b3,,,,2.7406,2.6717,2.8278,2.7466,100,timed
6e611d0ac59be445dc8c4371a43f38d0,,,,5.6615,5.1097,5.8738,5.6232,100,timed
6e66c8882a44d6d79613c399271aaa33,,,,5.6550,5.1092,5.8652,5.5196,100,timed
6e7a1dc16a081a750ba3e0f842e50038,,,,6.7976,6.2419,6.8771,6.7440,100,timed
6ed519887232b15a95c625ad0b2c1bb1,,,,2.8797,2.8531,2.9416,2.8888,100,timed
6ef23dc67b0326c9a53e757dcc44cdee,,,,7.2104,6.7894,7.4289,7.3762,100,timed
6f026193cdbf07ab16259b8f4426e1d6,,,,4.9470,4.3642,5.0129,4.8468,100,timed
6f156ca3180367695987bd202288e4c4,,,,4.5442,3.9715,4.6319,4.4540,100,timed
6f1db217316da634995f315a3246456c,,,,5.0582,4.4467,5.1355,4.9192,100,timed
6f26dc0c4fe9591225e8d3d24ed4f8a6,,,,2.0272,1.9960,2.1220,2.0363,100,timed
6f6257bc3b12d87b8736e81cd4b7ed8b,,,,2.1723,2.1225,2.3172,2.1899,100,timed
6f6f173e3c0fa9ce47f9c0ed91264a3d,,,,5.3968,4.8581,5.6222,5.3465,100,timed
6fd16839551ae8bde74ffe82bc1d3c0d,,,,5.1106,4.5350,5.3115,4.9824,100,timed
7008198c90ed5d4dd8adb0acbd2fd2bd,,,,3.9458,3.2261,4.2794,3.8532,100,timed
702ddef6b5b7f659ef1ed38652d91115,,,,2.6290,2.5737,2.7222,2.6441,100,timed
70b10fe679ce2c532a9b061c609da8bc,,,,6.4541,5.8654,6.5330,6.3894,100,timed
70cec3d45475d0428b47a6143a0c9370,,,,3.4423,3.3825,4.0432,3.5448,100,timed
71269c92a7f4e2672144d06e336513e7,,,,4.1466,4.1183,4.2527,4.1708,100,timed
71485c6997c3c684e23aae3ab1bb18a2,,,,5.6293,5.0480,5.8062,5.5561,100,timed
71a8e99338968a1b97aff372cff0f436,,,,7.4775,6.9273,7.6817,7.3549,100,timed
71d941de64dc3f9945d01633fff34988,,,,4.0035,3.9546,4.5818,4.2009,100,timed
71e04cbfe3702dc1ed4f20821e4af3c2,,,,4.9029,4.3687,4.9893,4.8339,100,timed
71e29ecde1db1f6344801d69c75ed954,,,,2.5926,2.5432,2.7672,2.6286,100,timed
7249d1870bf53ad0b4e2fb501d6f3896,,,,4.1770,4.1344,4.7519,4.2676,100,timed
724ceb3878ccde3f535dd4ab2555c917,,,,5.2483,4.7634,5.3275,5.1967,100,timed
72ca27bfb1b218686ba027508d5fee83,,,,6.3751,5.7228,6.5123,6.3043,100,timed
72cdfc295aa3c7e452a9480c570e4d5d,,,,5.4424,4.7842,5.5180,5.2962,100,timed
72e05c25b5a8771bf76e9125182dd07e,,,,3.4857,3.4405,3.5828,3.4962,100,timed
731e2263c5d50c0a09dc9594f0c8a165,,,,2.9241,2.8534,2.9882,2.9273,100,timed
7400bf856a8e6d142ff2a3b0fc2cd82e,,,,6.1882,5.6123,6.3075,6.1272,100,timed
741fdfc112c0a7235400077190707940,,,,3.3383,3.2903,3.3908,3.3451,100,timed
74430d913c2550db7eded985b42dbfc3,,,,5.6752,5.1798,5.7781,5.6158,100,timed
74b4f4593d17d0a2951634df306a4958,,,,8.4263,7.6846,8.5513,8.3709,100,timed
74c556c77a4f772445c11f8ee8496d80,,,,5.1894,4.6288,5.3170,5.0626,100,timed
7563f814ac8c0426ce9fc95ad52b968d,,,,3.9354,3.9071,3.9594,3.9373,100,timed
756df5b9051397eadeaa19cae9c89652,,,,4.2043,4.1514,4.7750,4.2795,100,timed
758626711dd560be553c20e73ba23f30,,,,6.8057,6.2359,6.8969,6.7566,100,timed
759c3b0c43f3cabeb0a12dc34031982f,,,,3.7962,3.7230,3.8802,3.8066,100,timed
75d640430a93c0904cfcd3d62d2df91e,,,,7.3442,6.6760,7.4432,7.1628,100,timed
7611f5af6fe0e785fc8dddff5c56a6fe,,,,4.3341,4.2082,4.8627,4.5115,100,timed
7638de125a87ebdd2cc2b515b4d41fc9,,,,6.0040,5.4051,6.1189,5.9412,100,timed
76828e7591f15af176ca9f052c332497,,,,5.9309,5.3234,6.0850,5.8910,100,timed
76e95ff773019375ce55737d623dea78,,,,2.6531,2.6055,3.1579,2.6972,100,timed
771a888531d1c59b6c81308ef2a8dad7,,,,3.1808,3.1509,3.7634,3.2297,100,timed
77360751867dd763715d7c921183d33b,,,,4.3618,4.3331,4.3984,4.3689,100,timed
77511ebad54fd5cd1ecf8dc29db36772,,,,6.0778,5.4436,6.1409,5.9942,100,timed
779940613eb81c2bfd643b029f8018b8,,,,5.6920,5.0708,5.7576,5.5996,100,timed
78025c0e31473a8b3b25aae04c3d43b0,,,,4.1407,4.1037,4.7721,4.3462,100,timed
784c6b907ef3777f5773e13da3f13f2a,,,,4.4278,3.8679,4.5005,4.2784,100,timed
79845d7681f9e38d5afc6eb15c01b69e,,,,4.0069,3.9373,4.5466,4.2065,100,timed
7984708a06fc3e37d577f96c99c1914c,,,,5.9218,5.2881,5.9880,5.8170,100,timed
79ac0ca945869f05b1fc34f4110f67d3,,,,1.7452,1.7001,1.8205,1.7535,100,timed
79e5e51f9c2ba884e37a1419b50108f4,,,,3.5407,3.4362,3.5745,3.5372,100,timed
7a531e6f76569528f9feea0a2ced6f36,,,,5.8799,5.3554,5.9620,5.8410,100,timed
7a619819a92582cb90e72bcfcf59bf05,,,,5.9379,5.3708,6.0023,5.8615,100,timed
7a72c7556c98f2eb3bef29ddc9195761,,,,3.7653,3.7161,3.8459,3.8025,100,timed
7a7df354c9ed7699de9797a3c8de2391,,,,6.0942,5.5037,6.2066,6.0386,100,timed
7ad086bdc3ebfa56a8ef5f6f0214df83,,,,5.4443,4.8180,5.5006,5.3296,100,timed
7b00ba173f37fd11c3b879716dad1bd4,,,,5.2729,5.0072,5.6820,5.3547,100,timed
7b2fd70156186ce9dd422edaae54ada1,,,,4.4504,3.9563,4.5528,4.4154,100,timed
7bbec64332bf58b6c1681300e18f6fb3,,,,4.6669,4.1690,4.7445,4.6179,100,timed
7c65f6bd01b87407734781b6038050bc,,,,2.4721,2.3819,2.5523,2.4806,100,timed
7cb9fc92003fb6d5663423001409b318,,,,3.6277,3.0474,3.7046,3.5931,100,timed
7cfd725f077a0c642c7ba8c3cb19a627,,,,5.1370,4.6002,5.2085,5.0916,100,timed
7d0ffe256707d06c1d36df577af56c01,,,,6.6640,5.9442,6.7666,6.5932,100,timed
7d26c1014380504f8717b33ebc4b0191,,,,4.4046,3.8658,4.6187,4.3656,100,timed
7d4b7fc1b99bcb64747f0c5b3b0046f6,,,,6.7068,6.3714,7.0728,6.7545,100,timed
7d968619cd79b2da79057a364affc9d0,,,,4.1573,4.0477,4.7218,4.3179,100,timed
7d9741575b0be783a7e67bf2185d60c9,,,,4.8257,4.7401,5.3909,4.8908,100,timed
7dac2cae5fa78726418f85166c822c17,,,,6.2123,5.6069,6.3688,6.1639,100,timed
7e1457ddf24845418005c21c07757841,,,,4.9637,4.4362,5.1055,4.9171,100,timed
7e6f9d42149ac45cfff02a478c7ae86f,,,,7.1745,6.5187,7.2751,7.0224,100,timed
7e804ee3e327a1d3ab3e34a8ccd3ce7d,,,,4.6943,4.1299,4.8930,4.6079,100,timed
7eae29ce7b118b8684f79d1b18f5ab25,,,,4.6960,4.1014,4.8888,4.6016,100,timed
7eb7a23216c8dd5912830a479a709019,,,,2.4704,2.4054,2.6049,2.4836,100,timed
7fee9a1c1f5b70593e05d7cd21e47a89,,,,6.9832,6.2658,7.1127,6.7583,100,timed
80085ddd7dff0364c3e10ac6a704758f,,,,2.7880,2.1823,3.2159,2.6657,100,timed
